Country,Regulation Status,Policy Lever,Governance Type,Actor Involvement,Enforcement Level,Specific Laws,Sources,Last Updated,Confidence
Qatar,"Qatar has no comprehensive horizontal AI law in force as of mid-2026; binding instruments are sector-specific: the Qatar Central Bank AI Guideline (September 2024) is enforceable on licensed financial institutions, the QFC Practice Direction No. 1 of 2026 governs AI use in judicial proceedings before QFC courts, and QFMA draft AI regulations for capital markets were consulted in May 2025 but not yet enacted. The overarching National AI Strategy (2019) and MCIT's Ethical Principles and Guidelines for AI (2025) remain non-binding soft-law instruments, leaving coverage patchy and implementation partial.","Binding instruments are limited to the QCB AI Guideline (September 2024) and the QFC Practice Direction No. 1 of 2026; soft-law output has grown with MCIT's AI ethical principles (2025) and NCSA's Secure AI Guidelines (2024), forming a modest but incomplete suite; economic tools include QFC sandboxes and the Fanar platform investment, but no broad AI funding programme; MCIT and the QCB have designated AI-related responsibilities without deeply resourced dedicated enforcement units.","Qatar is a unitary state with no subnational AI governance; MCIT leads national AI strategy coordination while QCB, QFMA, NCSA, and the QFC each address AI within their sectoral remits, constituting a lead-plus-sectoral model, but formal cross-body coordination mechanisms are ad hoc rather than institutionalised; the NDPO provides independent data-protection review and QFC courts have begun shaping AI conduct rules, offering limited but growing independent checks.","Industry engages through QCB and QFMA consultation processes and QFC sandbox arrangements; domestic civil society has no structured role in Qatar's AI governance process; academia contributes through QCRI and university partnerships but lacks formal standing advisory roles; internationally Qatar participates in GCC AI cooperation, UNESCO AI ethics initiatives, and hosted the World Summit AI 2025 where 14 strategic agreements were signed, placing it as a regional participant in multilateral AI governance dialogues.","The NDPO has issued binding enforcement decisions under the PDPPL in 2025 (covering data-related AI risks), and the QCB AI Guideline carries supervisory authority over licensed entities, but there is no dedicated AI enforcement authority, no published AI-specific enforcement actions, and monitoring is sector-siloed and ad hoc rather than routine or publicly reported across domains.","Qatar National Artificial Intelligence Strategy (2019), Personal Data Privacy Protection Law / Law No. 13 of 2016, Qatar Central Bank AI Guideline (2024), NCSA Guidelines for Secure Usage and Adoption of AI (2024), MCIT Principles and Guidelines for Ethical Development and Deployment of AI (2025), QFC Practice Direction No. 1 of 2026 on the Use of Artificial Intelligence",https://www.loc.gov/item/global-legal-monitor/2026-03-09/qatar-direction-issued-on-use-of-ai-in-judicial-proceedings|https://blogs.loc.gov/law/2024/12/falqs-ai-regulations-in-the-gulf-cooperation-council-member-states-part-two/|https://thepeninsulaqatar.com/article/25/05/2025/mcit-outlines-efforts-to-establish-regulatory-ethical-frameworks-for-ai-use-at-doha-conference|https://connectontech.bakermckenzie.com/data-protection-enforcement-update-qatar/|https://digital.nemko.com/regulations/ai-regulation-in-qatar,2026-06-13,medium
Romania,"Romania, as an EU member state, is subject to the EU AI Act (Regulation 2024/1689), which entered into force in August 2024 and is directly binding law. The Act provides horizontal cross-sector coverage, though most operational obligations (for high-risk systems etc.) are phasing in through 2026–2027; Romania has been slower than western EU peers in designating its national competent authority and issuing supplementary national guidance, placing implementation in transition.","The primary binding instrument is the EU AI Act itself; Romania has not enacted standalone domestic AI legislation. National soft-law output is limited — no mature domestic guidance suite exists — and economic tools are largely limited to participation in EU-level programs (e.g., Digital Europe Programme, AI TEF networks) rather than dedicated national initiatives. ANSPDCP has been designated as the likely market surveillance / supervisory authority but remains thinly resourced for AI-specific tasks.","Romania's AI governance centres on ANSPDCP (data protection authority) as the expected lead supervisory body under the EU AI Act, with sectoral regulators (financial, health) potentially carrying responsibilities in their domains; formal cross-body coordination mechanisms are still ad hoc and not yet institutionalised. Romania is a unitary state so sub-national entities play no independent role, and courts can in principle review AI-related decisions under existing administrative and GDPR frameworks.","Domestic consultation processes on AI are limited and largely reactive to EU-level processes; industry, civil society and academia participate mainly through EU-level channels (e.g., AI Office stakeholder consultations, GPAI) rather than structured national forums. Romania participates in EU AI governance structures including the EU AI Board and has signed relevant EU-level declarations, placing it solidly in international engagement.","The EU AI Act's penalty framework (up to €35 million or 7% of turnover) is directly applicable in Romania, but as of mid-2026 no AI-specific enforcement actions have been publicly recorded domestically; ANSPDCP is designated but lacks a dedicated, fully resourced AI enforcement unit, and systematic monitoring/audit practice under the AI Act has not yet been publicly reported for Romania.","EU AI Act / Regulation (EU) 2024/1689 (2024), Romania National AI Strategy (2020), GDPR as implemented by Law No. 190/2018",https://digital-strategy.ec.europa.eu/en/policies/european-approach-artificial-intelligence|https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1689|https://www.dataprotection.ro/|https://oecd.ai/en/dashboards/countries/Romania,2026-06-13,medium
Russia,"Russia has no comprehensive binding AI law in force as of June 2026; a dedicated draft law 'On the Fundamentals of State Regulation of the Application of Artificial Intelligence,' released by the Ministry of Digital Development on 18 March 2026 with public consultation closing 15 April 2026, is now in the legislative pipeline targeting State Duma consideration but may not come into force until September 2027 at the earliest. The existing normative base consists of the National AI Strategy (Presidential Decree No. 490, 2019, updated 2024), Federal Law No. 123-FZ (experimental legal regime for Moscow), and Federal Law No. 258-FZ (national sandbox framework), providing AI-specific language but only within limited experimental and sectoral contexts rather than a horizontal binding statute.","Policy levers are led by strategic instruments (National AI Strategy 2030, updated 2024) and sandbox legislation (FZ-123, FZ-258), with mandatory civil liability insurance for sandbox operators under the 2024 update to FZ-123; soft guidance includes AI ethics principles and sector-specific guidance from Mintsifry; economic tools include state-funded compute infrastructure and sandbox programs, though no comprehensive multi-domain binding instrument yet exists. Institutional capacity exists across multiple agencies (Mintsifry, Roskomnadzor, a new Presidential Commission on AI established by Decree No. 116 of 26 February 2026) but remains fragmented and without a single resourced enforcement authority.","Governance is highly state-centric: AI policy authority is concentrated at the federal level across the Ministry of Digital Development, Roskomnadzor, and since February 2026 the Presidential Commission on AI Technologies, with a centralized AI headquarters also directed by Putin in November 2025; sub-national roles are limited to implementing experimental regimes in designated regions such as Moscow and Tatarstan. Independent judicial or civil-society oversight of AI is essentially absent; courts have not been observed to shape AI rules and no ombudsman or independent review body exists.","Industry players (Sberbank, Yandex, Delovaya Rossiya) have participated in State Duma working groups and public consultations on the 2026 draft law, giving them a structured but non-standing role; civil society is effectively excluded from domestic AI governance processes; academia provided some input during the 2019/2024 strategy revision but holds no formal standing advisory role; internationally, Russia is geopolitically isolated from Western AI governance forums but promotes AI cooperation within BRICS and CIS and has established a BRICS AI Study Group on common safety and ethics standards.","No comprehensive AI-specific sanctions framework is yet in force; the 2026 draft law proposes liability for developers and mandatory insurance for high-risk operators, but until enacted penalties remain defined only for narrow sandbox breaches; the new Presidential Commission and AI headquarters provide coordination but are not resourced enforcement authorities, and no pattern of published AI-specific enforcement actions has been observed.","National Strategy for the Development of Artificial Intelligence until 2030, Presidential Decree No. 490 (2019, updated 2024); Federal Law No. 123-FZ on experimental legal regime in Moscow (2019, updated 2024); Federal Law No. 258-FZ on experimental legal regimes for digital innovation (2020); Presidential Decree No. 116 establishing the Presidential Commission on AI Technologies (2026); Draft Law On the Fundamentals of State Regulation of the Application of Artificial Intelligence (2026, in legislative process)",https://dig.watch/updates/russia-advances-draft-ai-regulation-framework|https://www.whitesquarepartners.com/news/draft-law-on-the-regulation-of-artificial-intelligence-what-to-expect|https://babl.ai/russia-updates-national-ai-strategy/|https://www.csis.org/analysis/how-russia-building-sovereign-drone-ecosystem-ai-driven-autonomy|https://regulations.ai/regulations/russia-summary,2026-06-13,medium
Rwanda,"Rwanda adopted Africa's first dedicated National AI Policy in April 2023, a non-binding Cabinet-approved document; no binding AI legislation has been enacted as of mid-2026. The policy covers strategic AI priorities broadly but creates no enforceable obligations, relying on general ICT and data-protection law (Law No. 058/2021) for any legal effect. AI specificity is high for the continent given the dedicated standalone policy instrument, but binding force and full implementation remain absent.",Rwanda has no binding AI-specific instruments; soft-law output consists of the 2023 National AI Policy and ethical AI guidelines being developed by RURA. Economic tools include C4IR Rwanda's AI Scaling Hub backed by a $17.5M Gates Foundation commitment and the WEF C4IR partnership. The Responsible AI Office called for in the policy is recommended under MINICT but has not been confirmed as fully staffed and operational.,"AI governance is centralized in MINICT as lead ministry, with RURA developing ethical guidelines and NCSA enforcing data protection; formal inter-agency coordination mechanisms for AI are nascent rather than institutionalized. Rwanda is a unitary state with no subnational AI regulatory role, and independent judicial or ombudsman review of AI specifically has not been established.","Over 120 private sector, civil society, and academic actors participated in workshops during the 2023 policy drafting, but ongoing formal roles in implementation are limited. Internationally, Rwanda is highly active: hosting the inaugural Global AI Summit on Africa (Kigali, April 2025), leading the Smart Africa Alliance, co-sponsoring the Africa AI Council, engaging with AU AI governance frameworks, and participating in WEF, ISO, and G20 AI processes.","There is no sanctions framework specific to AI; the NCSA enforces data-protection law with defined penalties that can incidentally cover AI data processing, but no AI-specific enforcement actions have been recorded, and monitoring of the National AI Policy relies on self-reported stakeholder feedback and international benchmarking indices rather than formal audits.","National AI Policy (2023), Law No. 058/2021 Relating to the Protection of Personal Data and Privacy",https://digitalpolicyalert.org/digest/dpa-digital-digest-rwanda|https://oecd.ai/en/dashboards/policy-initiatives/the-national-ai-policy|https://regulations.ai/regulations/RAI-RW-NA-NATARIN-2023|https://thefuturesociety.org/cabinet-of-rwanda-approves-national-ai-policy/|https://c4ir.rw/global-ai-summit-on-africa,2026-06-13,medium
S. Sudan,South Sudan has no AI governance framework of any kind as of June 2026. No binding AI legislation exists or has been proposed; the country remains in a state of conflict and institutional fragility that precludes policy development. General laws do not incidentally address AI in any meaningful way.,"No policy instruments, guidance documents, sandboxes, or dedicated institutional bodies for AI exist. The country lacks the basic digital governance infrastructure needed to develop or implement any AI-specific policy mechanisms.","There is no AI governance structure whatsoever; no regulatory authority, no coordination mechanism, no subnational role, and no independent oversight body has any AI remit. State fragility and ongoing conflict prevent any such structures from forming.","No structured engagement from industry, civil society, or academia on AI regulation exists domestically. South Sudan does not meaningfully participate in international AI governance forums, though international organizations provide limited humanitarian digital support unrelated to AI policy.","There is no enforcement framework, no designated authority, no penalties, and no monitoring related to AI, consistent with the complete absence of any AI regulatory instrument.",,https://oecd.ai/en/dashboards/countries/SouthSudan|https://www.itunews.itu.int/en/|https://www.africalegalnetwork.com,2026-06-13,low
Saint Kitts and Nevis,"Saint Kitts and Nevis has no enacted AI legislation, no draft AI bills in the legislative process, and no published national AI strategy as of June 2026. General technology and data protection laws touch digital activity incidentally but contain no AI-specific provisions.","No binding AI instruments, soft-law guidance, AI-focused funding programs, sandboxes, or dedicated institutional bodies have been established; AI governance remains entirely absent from the policy toolkit.","No dedicated AI regulatory authority exists at any level of government; as a unitary microstate Saint Kitts and Nevis has no subnational AI governance, no inter-agency coordination mechanisms, and no documented independent or judicial review of AI-related matters.","No structured consultations with industry, civil society, or academia on AI governance have been documented, and Saint Kitts and Nevis has not been identified as a signatory to any international AI governance declaration or framework as of mid-2026.","No AI enforcement framework, penalties, designated authority, or monitoring mechanisms of any kind exist in Saint Kitts and Nevis.",,https://www.gov.kn | https://oecd.ai/en/dashboards/countries/SaintKittsAndNevis,2026-06-13,low
Saint Lucia,"Saint Lucia has enacted no dedicated AI legislation and no binding AI-specific rules are in force or formally proposed as of mid-2026. The country relies on existing general laws and participates in CARICOM regional coordination, but no domestically binding AI instrument exists at any stage of the legislative process.","No national AI policy instruments—binding or soft—have been implemented at the domestic level; Saint Lucia has no dedicated AI funding programs, sandboxes, or institutional body with an AI mandate.",There is no dedicated AI regulator or formal multi-body coordination structure in Saint Lucia; governance remains entirely informal and channeled through regional CARICOM processes rather than any domestic institutional arrangement.,"No structured domestic consultation with industry, civil society, or academia on AI policy has been recorded; Saint Lucia's only AI governance engagement is at the international/regional level through CARICOM and adherence to the Santiago Declaration on AI.","No AI-specific enforcement framework, penalties, dedicated authority, or monitoring mechanism exists in Saint Lucia.",,https://caricom.org|https://oecd.ai/en/dashboards/countries/SaintLucia,2026-06-13,low
Saint Vincent and the Grenadines,"Saint Vincent and the Grenadines has no dedicated AI legislation enacted or formally proposed as of June 2026; the country relies entirely on general telecommunications, consumer protection, and electronic transactions laws that do not explicitly address AI systems. There is no binding AI-specific rule of any kind in force or in the legislative pipeline.","No national AI strategy, guidelines, sandboxes, or dedicated funding programs have been established; the country participates informally in CARICOM technology discussions but has not translated any of this into domestic policy instruments or institutional capacity for AI governance.","AI-adjacent oversight defaults to the National Telecommunications Regulatory Commission and general consumer-protection bodies, which operate as a single de facto authority with no formal inter-agency coordination mechanism for AI; the country is a unitary small island state with no subnational regulatory tier and no independent ombudsman or court practice specifically addressing AI.","There are no structured domestic consultations involving industry, civil society, or academia on AI policy; internationally, Saint Vincent and the Grenadines participates in CARICOM regional technology-policy dialogue and has signed broad UN digital-cooperation declarations, providing minimal international engagement on AI governance.","No AI-specific enforcement framework, sanctions, dedicated authority, or monitoring mechanism exists; enforcement of technology-related harms relies entirely on general statutory powers that make no reference to AI.","Electronic Transactions Act (2007), Telecommunications Act (2001)",https://www.gov.vc | https://caricom.org/bureaus-committees/caricom-office-of-trade-negotiations/digital-economy | https://oecd.ai/en/dashboards/countries/SaintVincentAndTheGrenadines,2026-06-13,low
Samoa,"As of mid-2026, Samoa has no dedicated AI legislation, no binding AI rules in force, and no AI-specific bill in the legislative pipeline. Digital transformation ambitions are captured in the draft National ICT Policy 2025–2030 and the Pathway for Development of Samoa 2025/26–2030/31, but these are non-binding policy documents without AI-specific legal provisions.","No binding AI instruments exist; the only AI-relevant activity is a November 2025 UNDP-MCIT workshop on AI trust and safety and the draft ICT Policy 2025–2030 that mentions responsible data use and emerging digital risks, amounting to nascent soft-law framing without formal guidance or dedicated AI institutions.","AI matters fall entirely under the Ministry of Communications and Information Technology with no sectoral AI regulators, no formal inter-agency coordination mechanism, no subnational AI governance role, and no independent review body with an AI remit.","No structured domestic stakeholder processes for AI exist; the November 2025 MCIT-UNDP workshop brought in some regional and international partners, and Samoa participates in the Pacific Islands Forum digital policy dialogues and hosted the Pacific IGF 2025, providing minimal international-level engagement on AI governance.","No AI enforcement framework, penalties, dedicated authority, or monitoring practice of any kind exists in Samoa.","National Communications & ICT Policy 2025–2030 (draft), National Cybersecurity Strategy 2025–2030, Pathway for Development of Samoa 2025/26–2030/31 (draft)",https://www.undp.org/samoa/stories/samoa-age-ai|https://www.undp.org/samoa/press-releases/strengthening-samoas-readiness-ai-risks|https://v45.diplomacy.edu/countries/samoa|https://www.lawgratis.com/blog-detail/artificial-intelligence-law-at-samoa|https://dig.watch/resource/samoas-information-security-policy-2024,2026-06-13,medium
San Marino,"San Marino has enacted no dedicated AI legislation and has no AI-specific binding instrument in force or formally in the legislative pipeline as of mid-2026. The country relies exclusively on proximity to EU data-protection norms (GDPR-aligned domestic law) and general legal principles, none of which explicitly address AI.","No binding AI instruments, published AI guidance, sandbox programs, or dedicated institutional bodies exist at the national level; AI oversight falls incidentally to the general data-protection authority (Garante) with no AI-specific mandate or resources.",San Marino is a very small unitary state with no AI-specific regulatory body; all relevant oversight defaults to a single general data-protection authority with no formal inter-agency AI coordination mechanism and no sub-national governance layer.,"No structured domestic stakeholder consultations on AI policy have been conducted; San Marino's only relevant engagement is through Council of Europe multilateral frameworks (e.g., participation in the CAI Convention process) and general EU-adjacent dialogue, giving it a minimal international footprint on AI governance.","No AI-specific sanctions framework, enforcement actions, dedicated authority, or monitoring practice exists; general GDPR-aligned data-protection enforcement applies only incidentally to AI-related processing.",,https://www.coe.int/en/web/artificial-intelligence/san-marino|https://www.garanteprivacy.sm/|https://oecd.ai/en/dashboards/countries/SanMarino,2026-06-13,low
Sao Tome and Principe,"Sao Tome and Principe has no binding AI legislation, no draft AI law in any legislative process, and no sector-specific rules touching AI. The country lacks even general digital or data-protection law that would incidentally apply to AI systems.","No policy mechanisms of any kind targeting AI exist; there are no guidelines, codes of practice, sandboxes, public funding programs, or designated institutional bodies with an AI mandate.","No AI governance structure of any kind exists at national or subnational level; there is a single unified government with no AI-specific regulatory authority, no coordination mechanism, and no independent review body with an AI remit.","No domestic actors — industry, civil society, or academia — are involved in any structured AI policy process; the country holds nominal African Union membership, which provides passive exposure to continental AI policy discussions such as the AU Continental AI Strategy, but STP has not been an active or named participant in any international AI governance forum.","No enforcement framework, sanctions, dedicated authority, or monitoring practice related to AI exists in Sao Tome and Principe.",,https://au.int/en/ai | https://oecd.ai/en/dashboards/countries/SaoTomeAndPrincipe,2026-06-13,low
Saudi Arabia,"Saudi Arabia has no dedicated AI-specific law in force as of June 2026. The PDPL (in force September 2023) covers automated data processing and profiling, and a new Copyright Law (published February 2026, entering force August 2026) includes AI training provisions, but SDAIA's core AI instruments—Ethics Principles (2023), Generative AI Guidelines (2024), AI Adoption Framework (2024)—remain non-binding guidance. A Draft Responsible AI Policy (public consultation closed May 2026) and a Draft AI Hub Law (2025) are not yet enacted, so binding AI-specific rules are essentially absent; binding_force scores 2 because a draft comprehensive AI policy just completed consultation. Scope and implementation reflect that binding coverage is limited to data protection with only partial AI relevance, while ai_specificity scores 2 because AI is explicitly addressed in soft-law instruments but not yet in enacted dedicated legislation.","Saudi Arabia relies primarily on SDAIA's well-developed suite of non-binding instruments (AI Ethics Principles 2023, GenAI Guidelines 2024, AI Adoption Framework 2024, Responsible AI Policy draft 2026) constituting a maturing soft-law toolkit (score 4), alongside the binding PDPL as the sole formal instrument with AI relevance (score 2 for binding instruments). SDAIA is a well-staffed, high-level authority with ISO 42001 certification, coordinating NCAI, NDMO, and sectoral regulators, with SDAIA accreditation increasingly tied to government contracts (institutional_capacity 4); economic tools include the SAMAI mass training programme and public-sector procurement leverage (score 3).","Governance is highly centralized under SDAIA (chaired by the Crown Prince), which sets strategy and policy; sectoral regulators (SAMA, SFDA, NCA, CST) apply AI provisions within their own domains but are subordinate in framing to SDAIA, giving limited plurality (score 2). Saudi Arabia is a unitary state with no subnational AI governance role. Formal cross-body coordination exists informally but lacks a published statutory mechanism (score 2). Independent checks are limited to PDPL violation committees, which issued 48 decisions in 2025, but no truly independent judicial or ombudsman-style AI review body exists (score 2).","Industry and the general public are consulted via the Istitlaa Platform (the Responsible AI Policy consultation in April–May 2026 was open to government, private, and non-profit entities), but there are no standing formal industry roles in policy-making (score 3); civil society participation is structurally limited given the domestic associational landscape (score 2); academia has some advisory input through NCAI but no formal standing advisory role (score 2). Internationally, Saudi Arabia is active at the UN, G20, and bilateral AI governance forums and hosted major international AI events, though it is not a treaty signatory on AI (score 4).","Enforcement is anchored in the PDPL framework (fines up to SAR 5 million, 48 decisions issued against violators in 2025), but there is no AI-specific sanctions framework yet; SDAIA is designated as the authority for both data and AI oversight but AI-specific enforcement resources and remit remain nascent, with no routine published AI enforcement actions or audit programme beyond data-protection compliance.","National Strategy for Data and AI – NSDAI (2020), Personal Data Protection Law – PDPL, Royal Decree M/19 (2021, in force 2023), AI Ethics Principles – SDAIA (2023), Generative AI Guidelines – SDAIA (2024), AI Adoption Framework – SDAIA (2024), Copyright Law (2026, in force August 2026), Draft Responsible AI Policy – SDAIA (consultation closed May 2026), Draft Global AI Hub Law (2025)",https://cms.law/en/int/expert-guides/ai-regulation-scanner/kingdom-of-saudi-arabia|https://digitalpolicyalert.org/event/39093-saudi-data-and-artificial-intelligence-authority-closes-consultation-on-draft-responsible-ai-policy-including-performance-monitoring-requirement|https://iapp.org/news/a/saudi-arabia-s-data-protection-authority-steps-up-enforcement|https://www.twobirds.com/en/capabilities/artificial-intelligence/ai-legal-services/ai-regulatory-horizon-tracker/saudi-arabia|https://www.spa.gov.sa/en/N2551533,2026-06-13,medium
Senegal,"Senegal has no binding AI-specific legislation in force; its AI governance rests on the 2023 National Strategy for the Development of Artificial Intelligence (SNDIA) and the February 2025 New Technological Deal, both non-binding policy documents. The Data Protection Law No. 2008-12 and the Malabo Convention provide incidental data-governance coverage but no dedicated AI rules exist or are formally in legislative process.","Policy mechanisms are limited to non-binding strategies (SNDIA 2023, New Technological Deal 2025) and soft guidance aligned with UNESCO AI Ethics; the SNDIA plans dedicated public funding for AI research and startups and proposes a Cluster Sénégal IA, but these remain largely aspirational as of mid-2026. The CDP oversees data-protection aspects applicable to AI systems but no dedicated AI institution with compliance infrastructure exists.","AI governance is centralized under the Ministry of Communication, Telecommunications and Digital Economy (MCTEN), with the CDP handling data-protection dimensions and ARTP overseeing telecoms infrastructure; no formal multi-regulator coordination mechanism for AI exists. Sub-national governments play no independent AI governance role, and judicial or independent review of AI decisions is occasional at best.","Industry and civil society were engaged in the SNDIA development process and in events like Afrik'IA (September 2024), but there are no standing formal roles in ongoing AI policy-making. Senegal participates in the African Union AI continental framework, Smart Africa Alliance, UNESCO RAM process, and aligns with the OECD AI Principles, giving it moderate international engagement.",No AI-specific sanctions framework or enforcement actions exist; the CDP can impose administrative fines under data-protection law but no AI-dedicated authority with explicit enforcement remit or routine monitoring of AI systems has been established.,"National Strategy for the Development of Artificial Intelligence (SNDIA) (2023), New Technological Deal Horizon 2034 (2025), Data Protection Law No. 2008-12 (2008), African Union Convention on Cyber Security and Personal Data Protection (Malabo Convention) (ratified 2016)",https://www.unesco.org/ethics-ai/en/senegal|https://oecd.ai/en/dashboards/policy-initiatives/senegal-national-artificial-intelligence-strategy-and-road-map|https://www.presidence.sn/en/actualites/new-deal-technologique-a-national-ambition-to-make-senegal-a-leader-in-the-digital-economy-in-africa-1/|https://regulations.ai/regulations/RAI-SN-NA-NSDAIXX-2023|https://www.dlapiperdataprotection.com/index.html?t=authority&c=SN,2026-06-13,medium
Serbia,"As of June 2026, Serbia has no enacted AI law; the AI Strategy 2025-2030 (Official Gazette RS, No. 5/2025) is the primary AI-specific instrument, and a working group formed in March 2025 has held only one meeting toward drafting a binding AI Law. AI-related activities remain governed by general laws (data protection, e-commerce, cybersecurity) with no binding AI-specific obligations in force.","Serbia relies on its AI Strategy 2025-2030 and strategic action plans as the main policy tools, with no binding AI instruments yet. A Council for Artificial Intelligence provides coordination, a regulatory sandbox for AI testing is envisaged, and GPAI co-chairmanship elevates strategic capacity, but dedicated compliance infrastructure and mature guidance suites are absent.","The Ministry of Science, Technological Development and Innovation leads AI governance with a cross-ministerial Council for Artificial Intelligence providing ad hoc coordination; no independent AI regulator exists and subnational entities play no role. Judicial and ombudsman review of AI-related matters is occasional and not structured around AI specifically.","Industry (via IT sector bodies), civil society (NALED, Partners Serbia), and academia participate in the AI law drafting working group on an invited basis without standing formal roles. Serbia's GPAI co-chairmanship, the Belgrade Ministerial Declaration, and active EU candidate alignment represent a high level of international engagement.","No AI-specific sanctions framework exists, no enforcement actions have been taken, no dedicated AI enforcement authority has been established, and no structured AI monitoring or audit regime is operational; the Data Protection Commissioner has issued no AI-specific guidance and lacks enforcement capacity even for general data protection cases.","Strategy for the Development of Artificial Intelligence in the Republic of Serbia 2025-2030 (Official Gazette RS No. 5/2025), Strategy for the Development of Artificial Intelligence in the Republic of Serbia 2020-2025 (Official Gazette RS No. 73/2019), Law on Personal Data Protection (2018)",https://cms.law/en/int/expert-guides/ai-regulation-scanner/serbia|https://ivi.ac.rs/en/news/serbia-adopts-artificial-intelligence-development-strategy-for-2025-2030/|https://www.danas.rs/vesti/ekonomija/do-kraja-godine-mogli-bismo-dobiti-prvi-zakon-o-vestackoj-inteligenciji/|https://naled.rs/vest-srbija-dobija-zakon-o-vestackoj-inteligenciji-balans-izmedju-inovacija-i-odgovornosti-12196|https://dig.watch/updates/serbia-to-chair-global-partnership-on-artificial-intelligence-gpai,2026-06-13,medium
Seychelles,"Seychelles has no dedicated AI legislation, no binding AI rules in force, and no AI-specific regulatory instrument of any kind as of mid-2026. The country relies solely on general ICT and data protection frameworks that only incidentally touch AI.","No binding AI instruments, guidance documents, sandboxes, or dedicated institutional bodies for AI policy exist in Seychelles; AI governance capacity remains entirely absent at the national level.","There is no multi-regulator or coordinated AI governance structure; responsibility is de facto absorbed by general ICT bodies with no formal AI coordination, no subnational AI role, and no independent review mechanism for AI issues.","No structured domestic stakeholder engagement in AI policy exists; Seychelles participates in AU and SADC regional forums and has endorsed broad African declarations on digital governance, providing minimal but non-zero international linkage.","With no AI-specific legal framework, there is no sanctions regime, no designated enforcement authority, no enforcement actions, and no monitoring or audit practice related to AI.",Data Protection Act (2003),https://www.oecd.ai/en/dashboards/countries/Seychelles|https://au.int/en/ai|https://www.sita.sc,2026-06-13,low
Sierra Leone,"Sierra Leone has no enacted AI-specific legislation or binding AI regulatory instruments as of June 2026. The Ministry of Communication, Technology and Innovation, in partnership with the World Bank, launched a national AI Readiness Assessment in October 2025 and has announced plans to develop a first-ever National AI Strategy, but neither instrument has been enacted. A Data Protection and Right to Access Information Bill (2025) is in validation but is not yet law and is not AI-specific.","No binding AI instruments exist; the only AI-relevant output is a Draft AI Readiness Diagnostic Report produced in 2025-2026 under a $50M World Bank-funded Sierra Leone Digital Transformation Project, which constitutes nascent soft-law groundwork rather than operational guidance or standards.","There is no dedicated AI governance structure; the Ministry of Communication, Technology and Innovation acts as the sole focal point without a formal multi-body coordination mechanism, and no subnational or independent review body plays a role in AI oversight.","Domestic industry, civil society, and academia have no structured formal role in AI policy development; international engagement is limited to participation in the World Bank-supported AI readiness process and nominal membership in the African Union, which endorsed a Continental AI Strategy in 2024.","No AI enforcement framework, sanctions, dedicated authority, or monitoring practice exists; without any enacted AI rules there is nothing to enforce.","Data Protection and Right to Access Information Bill (2025) [draft, not enacted]; Sierra Leone Digital Transformation Project AI Readiness Diagnostic Report (2026) [draft, non-binding]",https://techafricanews.com/2026/05/28/sierra-leone-advances-artificial-intelligence-agenda-to-expand-digital-opportunities/|https://techafricanews.com/2025/10/03/sierra-leone-launches-groundbreaking-ai-readiness-assessment-with-world-bank-support/|https://www.ecofinagency.com/news-digital/2605-55944-sierra-leone-advances-national-ai-strategy-to-support-digital-expansion|https://sierraloaded.sl/news/government-data-protection-information-bill/|https://sabisalone.tech/blog/digital-transformation-policy-sierra-leone-ai-tech,2026-06-13,medium
